id,video_name_id,frame,psm_origo_x,psm_origo_y,psm_leftFromOrigo_x,psm_leftFromOrigo_y,psm_rightFromOrigoUp_x,psm_rightFromOrigoUp_y,psm_rightFromOrigoDown_x,psm_rightFromOrigoDown_y,psm_belowOrigo_x,psm_belowOrigo_y,psm_aboveOrigo_x,psm_aboveOrigo_y
40,2,21,417.404602050781,344.647521972656,435.725311279297,338.861633300781,392.936614990234,350.31005859375,401.117919921875,355.325988769531,423.0185546875,349.71337890625,424.309936523437,334.449279785156
41,1,22,292.543701171875,339.906921386719,269.545654296875,334.240325927734,326.315490722656,339.906433105469,323.810302734375,346.279602050781,292.567810058594,347.975463867187,276.476654052734,323.010040283203
42,2,22,418.390747070312,341.864807128906,437.366302490234,335.739624023437,391.766998291016,349.012634277344,401.032592773437,353.320648193359,424.094482421875,346.917755126953,425.120269775391,331.97216796875
43,1,23,291.633697509766,340.144134521484,268.622436523437,334.522064208984,325.869506835937,340.862579345703,323.289978027344,347.236877441406,291.67431640625,348.27294921875,275.548492431641,323.315551757812
44,2,23,420.058471679688,339.176208496094,439.035766601562,333.423034667969,389.963806152344,347.864440917969,400.476165771484,351.469360351562,425.862457275391,344.197784423828,427.069000244141,329.124938964844
45,1,24,291.13134765625,340.348449707031,267.63134765625,334.75439453125,325.455139160156,341.861724853516,322.785064697266,348.219421386719,291.054107666016,348.472320556641,274.572021484375,323.524353027344
46,2,24,421.778137207031,336.402313232422,441.437622070312,330.485137939453,388.876739501953,346.794830322266,400.715148925781,349.682586669922,427.628936767578,341.424041748047,428.747528076172,326.348052978516
47,1,25,290.704284667969,341.027038574219,267.125701904297,335.625793457031,325.703186035156,342.813873291016,323.090545654297,349.348968505859,290.885650634766,349.272521972656,274.063232421875,324.255096435547
48,2,25,423.750457763672,334.366638183594,443.657562255859,328.344818115234,387.343963623047,345.727722167969,399.642913818359,348.466094970703,429.577697753906,339.378173828125,430.153015136719,324.700225830078
49,1,26,290.630249023437,341.750885009766,266.983978271484,336.738739013672,326.054290771484,343.913604736328,323.465911865234,350.514739990234,290.829742431641,350.609649658203,273.93359375,325.212554931641
50,2,26,423.76318359375,332.117889404297,443.977691650391,326.113220214844,385.896575927734,344.584106445312,398.030212402344,347.418914794922,429.554779052734,337.146118164062,430.162292480469,323.001922607422
51,1,27,291.287170410156,343.401641845703,267.159576416016,338.371643066406,326.688995361328,345.814361572266,324.558227539062,352.875396728516,291.590179443359,352.384552001953,273.980773925781,326.825744628906
52,2,27,424.298095703125,331.28271484375,445.023223876953,325.265533447266,385.42138671875,344.251434326172,398.045104980469,346.896697998047,430.041687011719,336.19384765625,430.690704345703,322.357360839844
53,1,28,292.038299560547,345.220306396484,267.239532470703,339.883941650391,326.74462890625,346.824645996094,324.740356445312,354.166137695312,292.349243164062,354.13671875,274.035186767578,328.386199951172
54,2,28,424.308807373047,331.704620361328,445.164672851562,325.745178222656,384.545776367187,345.166748046875,396.702026367187,347.963897705078,430.085693359375,336.569519042969,430.792816162109,323.183898925781
55,1,29,292.200164794922,345.438232421875,267.535125732422,340.215698242187,327.295104980469,347.248687744141,325.446807861328,354.681488037109,293.231628417969,354.606719970703,274.359832763672,328.893157958984
56,2,29,422.693420410156,334.428680419922,445.205230712891,328.395294189453,383.187530517578,347.472015380859,394.307922363281,351.243438720703,428.570190429687,339.164184570312,429.355590820312,325.906188964844
57,1,30,292.600921630859,345.631042480469,267.793823242187,340.440460205078,327.779083251953,347.453460693359,326.164123535156,355.081207275391,293.255676269531,354.650390625,274.845947265625,328.88134765625
58,2,30,421.118927001953,337.098266601562,441.738739013672,332.260284423828,381.672546386719,349.675598144531,391.934112548828,353.829284667969,426.950622558594,342.077453613281,427.532348632812,328.788543701172
59,1,31,292.967468261719,345.207061767578,267.966583251953,340.201965332031,327.906524658203,347.027038574219,326.522491455078,354.884613037109,293.705444335937,354.282379150391,275.143127441406,328.650054931641
60,2,31,418.393432617187,340.354156494141,438.400146484375,336.227355957031,381.347991943359,351.768585205078,391.137542724609,356.198883056641,424.277313232422,345.401611328125,424.501434326172,332.338745117187
61,1,32,293.087188720703,345.141235351562,267.702056884766,339.915130615234,328.395935058594,347.430694580078,326.833862304687,355.105438232422,293.699951171875,354.288787841797,274.487976074219,328.613708496094
62,2,32,415.694488525391,343.437713623047,437.009979248047,338.113433837891,380.936828613281,353.852630615234,389.907501220703,358.709289550781,421.615509033203,348.334014892578,421.956970214844,335.327880859375
63,1,33,292.386657714844,346.358123779297,267.236846923828,340.955902099609,328.336761474609,348.610870361328,326.770904541016,356.210144042969,293.618560791016,355.389953613281,273.628295898438,329.634124755859
64,2,33,414.489013671875,344.273254394531,435.670471191406,339.063537597656,380.936706542969,354.117492675781,389.790771484375,359.075134277344,420.348602294922,349.192443847656,420.597259521484,336.052825927734
65,1,34,292.174163818359,347.515106201172,266.957824707031,342.098846435547,328.326965332031,350.049652099609,326.773101806641,357.6533203125,293.573608398437,356.504669189453,273.079895019531,331.057464599609
66,2,34,415.134735107422,344.006317138672,436.814331054687,339.024230957031,380.918579101562,354.360015869141,389.525054931641,359.450103759766,421.029510498047,348.965545654297,421.391235351563,335.916625976562
67,1,35,292.382965087891,349.180358886719,266.7607421875,343.407440185547,328.765228271484,351.272918701172,327.401214599609,359.009887695312,293.770538330078,358.250671386719,272.462280273437,332.784759521484
68,2,35,413.901062011719,343.599731445312,436.0986328125,338.033782958984,379.964111328125,353.04931640625,388.701324462891,358.371398925781,419.731689453125,348.173065185547,419.695709228516,335.582122802734
69,1,36,292.692535400391,351.001678466797,266.691955566406,344.673858642578,329.276733398437,352.489166259766,328.053253173828,360.34423828125,294.103271484375,360.016937255859,272.677459716797,334.375701904297
70,2,36,410.748016357422,341.920715332031,432.501403808594,336.447052001953,378.600036621094,351.289337158203,387.157806396484,356.487396240234,416.528564453125,346.593688964844,416.561950683594,334.619323730469
71,1,37,293.019287109375,351.879028320312,266.410858154297,346.308685302734,329.582305908203,354.096374511719,328.299713134766,361.787536621094,293.781646728516,361.046691894531,272.701354980469,335.889099121094
72,2,37,410.099761962891,342.244415283203,430.955413818359,336.4658203125,378.126434326172,351.679260253906,386.205139160156,357.274322509766,415.585906982422,346.876953125,414.742431640625,335.516326904297
73,1,38,293.182067871094,352.636291503906,266.091857910156,347.924407958984,329.572174072266,355.558288574219,328.256256103516,363.291137695312,293.419494628906,361.972564697266,272.567108154297,337.556976318359
74,2,38,408.880828857422,343.483734130859,430.439514160156,337.990692138672,377.474182128906,352.510681152344,385.347778320312,358.070587158203,414.571563720703,348.366485595703,413.570983886719,336.405212402344
75,1,39,292.086608886719,353.382415771484,265.460113525391,348.652008056641,329.365386962891,356.620910644531,328.041046142578,364.282257080078,293.335815429687,362.685516357422,271.656188964844,338.403167724609
76,2,39,408.649383544922,344.163879394531,430.449829101562,338.840026855469,378.306243896484,352.767059326172,385.735198974609,358.531341552734,414.328704833984,348.992919921875,414.17578125,337.036743164062
77,1,40,291.444915771484,354.131561279297,264.757568359375,349.391296386719,329.137054443359,357.645141601562,327.818054199219,365.2548828125,293.326171875,363.463165283203,270.908905029297,339.497253417969
78,2,40,410.161895751953,344.190399169922,431.941650390625,339.097351074219,379.073852539062,353.010772705078,386.164916992187,358.920654296875,415.782257080078,349.087280273437,415.686309814453,337.228912353516
79,1,41,292.440612792969,354.7021484375,264.411712646484,349.89892578125,329.395477294922,358.930755615234,327.935363769531,366.382965087891,293.618591308594,364.083740234375,270.578338623047,340.346801757813
80,2,41,409.577972412109,342.014465332031,431.561096191406,336.9326171875,378.450927734375,350.93896484375,385.384124755859,357.020477294922,415.259826660156,346.890563964844,415.166870117187,335.110260009766
81,1,42,292.505554199219,356.127563476562,264.672180175781,350.883453369141,329.776062011719,360.237915039062,328.75244140625,368.100067138672,294.011413574219,365.412384033203,270.147186279297,341.600830078125
82,2,42,409.003631591797,339.751678466797,430.967681884766,334.87939453125,377.704040527344,348.872497558594,384.565826416016,355.078796386719,414.678955078125,344.652648925781,414.613464355469,332.902221679687
83,1,43,292.321319580078,358.197204589844,264.478759765625,352.862518310547,330.010345458984,362.108367919922,328.968322753906,370.013305664062,293.777893066406,367.446899414062,269.507202148437,343.623077392578
84,2,43,408.462738037109,338.327362060547,430.688873291016,333.560668945312,376.866546630859,347.668182373047,383.593597412109,353.943054199219,414.094207763672,343.338836669922,414.041137695312,331.941375732422
85,1,44,292.129089355469,360.166015625,264.331268310547,354.856048583984,330.197967529297,365.729400634766,329.222900390625,373.629638671875,293.458862304687,369.45654296875,268.797637939453,345.689910888672
86,2,44,407.928924560547,336.725128173828,430.540924072266,332.474090576172,375.989624023437,346.458709716797,382.605072021484,352.803985595703,413.516632080078,341.929138183594,413.427612304687,330.981048583984
87,1,45,291.725799560547,362.650115966797,264.125915527344,357.063293457031,331.291381835937,369.412109375,330.635986328125,377.641021728516,293.442504882812,371.656188964844,269.235168457031,349.476776123047
88,2,45,407.749786376953,337.418029785156,431.405181884766,333.140258789062,375.893280029297,347.015686035156,381.892913818359,353.531188964844,413.315246582031,342.637390136719,413.275146484375,331.819732666016
89,1,46,291.783752441406,365.074462890625,263.99267578125,359.210845947266,331.538848876953,371.734954833984,331.130615234375,379.875823974609,293.524444580078,373.894439697266,269.567718505859,351.501037597656
90,2,46,407.40380859375,338.0380859375,429.886322021484,333.841613769531,375.101501464844,347.131896972656,380.546051025391,353.852081298828,413.033050537109,343.381225585937,412.966888427734,332.250305175781
91,1,47,292.192993164062,367.103973388672,264.340576171875,361.208282470703,331.718017578125,373.931823730469,332.193267822266,382.8720703125,294.174652099609,376.059967041016,269.786651611328,353.514404296875
92,2,47,404.370941162109,338.648559570312,427.320007324219,335.200378417969,375.040557861328,347.205810546875,380.395050048828,354.063873291016,409.835205078125,343.892120361328,409.844848632812,333.032409667969
93,1,48,293.255401611328,369.066741943359,264.628997802734,363.199096679687,331.630157470703,375.792419433594,333.275726318359,385.501525878906,295.043884277344,378.02392578125,270.053985595703,355.510803222656
94,2,48,401.18701171875,339.273193359375,424.285736083984,335.317749023437,374.303253173828,346.473815917969,379.120635986328,353.793426513672,406.633666992187,344.426879882812,406.739898681641,333.682983398437
95,1,49,291.867736816406,370.155517578125,266.765075683594,364.429962158203,330.703125,376.879425048828,333.671173095703,387.255676269531,295.399719238281,378.736968994141,269.830932617187,356.970977783203
96,2,49,398.996734619141,338.585723876953,422.193206787109,334.666625976562,373.015777587891,345.153076171875,377.496520996094,353.088256835937,404.411407470703,343.810852050781,404.5556640625,333.044067382812
97,1,51,292.807769775391,370.130126953125,267.305786132812,363.978424072266,331.219787597656,376.736114501953,335.521881103516,387.600158691406,296.176300048828,379.227813720703,270.1181640625,356.775177001953
98,2,51,396.707550048828,337.851257324219,420.384857177734,333.985443115234,345.0,351.0,346.0,361.0,402.223876953125,343.207733154297,402.334014892578,332.290313720703
99,1,52,293.202758789062,368.580841064453,269.472412109375,362.020751953125,331.951629638672,375.209533691406,338.306060791016,386.713531494141,297.088775634766,377.62353515625,271.829559326172,355.714477539063
100,2,52,391.990356445312,335.275085449219,415.905548095703,331.499786376953,343.192016601562,347.351104736328,338.667266845703,359.039184570312,397.611175537109,340.684692382812,397.720153808594,329.955657958984
101,1,53,292.283569335937,367.426879882812,269.172515869141,361.316955566406,332.329559326172,374.994476318359,338.915649414062,386.451171875,296.859069824219,376.638305664063,271.549224853516,355.158111572266
102,2,53,390.88134765625,335.07568359375,414.366851806641,331.305297851562,342.531311035156,346.908996582031,336.094573974609,359.222106933594,396.185699462891,340.280395507812,396.646057128906,330.002838134766
103,1,54,292.410430908203,367.322357177734,269.22314453125,360.671051025391,332.811370849609,374.783508300781,339.643951416016,386.193786621094,296.925994873047,376.559387207031,271.840759277344,355.008209228516
104,2,54,389.528228759766,335.814788818359,413.307708740234,332.113952636719,342.353210449219,347.389892578125,335.321960449219,359.483123779297,395.139343261719,341.282897949219,395.224914550781,330.432830810547
105,1,55,291.434936523437,366.71435546875,269.0478515625,360.240936279297,332.824127197266,374.703460693359,340.620239257812,386.404418945312,297.091064453125,375.507934570312,271.711181640625,354.876800537109
106,2,55,388.028869628906,335.779266357422,411.877227783203,332.057281494141,341.508270263672,347.22314453125,334.150421142578,359.388214111328,393.634490966797,341.316955566406,394.267364501953,330.455352783203
107,1,56,291.426452636719,366.704711914062,269.540679931641,360.235626220703,332.791809082031,374.676544189453,341.527313232422,386.718780517578,297.123016357422,375.501220703125,271.797210693359,354.899719238281
108,2,56,386.977661132813,335.69921875,410.838195800781,332.114654541016,340.733978271484,347.0009765625,332.829467773437,359.343414306641,392.366790771484,341.349853515625,393.309844970703,330.473419189453
109,1,57,291.43212890625,366.704803466797,269.935699462891,360.18408203125,333.178192138672,374.679931640625,343.351287841797,387.338317871094,296.9482421875,375.524261474609,272.007629394531,354.908416748047
110,2,57,386.872375488281,335.594970703125,410.730163574219,331.928161621094,340.627777099609,346.934692382812,332.799926757812,359.266052246094,392.365692138672,341.341552734375,393.317016601562,330.462921142578
111,1,58,291.428253173828,366.671020507812,270.908142089844,360.052490234375,333.520629882812,374.5576171875,344.421264648437,387.354309082031,297.406127929687,375.528625488281,272.532592773437,354.889312744141
112,2,58,387.381378173828,335.520568847656,411.125305175781,331.780975341797,340.624877929687,346.935180664062,332.807769775391,359.263122558594,392.858062744141,341.307342529297,393.786743164062,330.1572265625
113,1,59,291.640411376953,366.183685302734,271.475921630859,359.580322265625,334.389007568359,374.624725341797,345.692291259766,387.227844238281,297.679412841797,375.088409423828,273.085968017578,354.764801025391
114,2,59,387.448547363281,335.234100341797,410.987152099609,331.583953857422,340.569061279297,346.935241699219,332.515014648438,359.257873535156,392.555755615234,340.935119628906,393.782104492187,330.092224121094
115,1,60,292.523132324219,366.207794189453,272.890686035156,359.605163574219,335.310333251953,374.732116699219,348.341827392578,387.977264404297,298.286437988281,375.232299804687,274.301605224609,354.9638671875
116,2,60,387.452575683594,335.233001708984,411.034606933594,331.548614501953,340.647003173828,346.561126708984,332.857147216797,358.881500244141,392.561157226562,340.934509277344,393.785675048828,330.091339111328
117,1,61,293.545349121094,366.385375976562,274.38671875,359.656921386719,336.209716796875,374.860809326172,350.264526367187,388.229675292969,299.308563232422,375.356658935547,275.479553222656,355.286651611328
118,2,61,386.942687988281,335.082305908203,411.050842285156,331.512817382812,340.567108154297,346.552154541016,332.332672119141,358.952819824219,392.169464111328,341.235473632812,393.352111816406,329.669677734375
119,1,62,294.555328369141,366.549011230469,275.334136962891,359.729614257812,337.376892089844,374.889312744141,352.246520996094,388.442779541016,300.437744140625,375.474090576172,276.446319580078,355.599700927734
120,2,62,386.369079589844,334.341461181641,410.118225097656,330.568603515625,340.583862304688,345.573547363281,332.329925537109,357.951507568359,391.665557861328,340.463134765625,392.730926513672,329.114166259766
121,1,63,297.573272705078,367.284729003906,276.093078613281,359.928619384766,340.277893066406,375.400848388672,354.477020263672,389.076995849609,303.360778808594,376.048034667969,277.335754394531,355.987213134766
122,2,63,385.775329589844,333.669189453125,409.187072753906,329.966735839844,340.286071777344,344.845031738281,332.389068603516,357.188323974609,390.637329101562,339.381652832031,391.929138183594,328.651336669922
123,1,64,299.232452392578,368.272491455078,278.770812988281,361.058380126953,342.467742919922,376.721374511719,354.298461914063,389.744445800781,304.849670410156,377.103179931641,279.160949707031,356.881805419922
124,2,64,385.196716308594,333.158782958984,408.648590087891,329.460357666016,339.736968994141,344.210723876953,331.974212646484,356.500274658203,390.138549804687,338.861999511719,391.230651855469,328.120483398438
125,1,65,302.060760498047,369.210510253906,279.626129150391,361.670104980469,347.052795410156,378.508666992187,355.533386230469,390.608001708984,307.290924072266,378.169250488281,279.8662109375,357.459747314453
126,2,65,385.524353027344,333.244873046875,409.596130371094,329.465209960937,340.25634765625,344.203887939453,332.287200927734,356.517272949219,390.574279785156,338.855682373047,391.317291259766,327.916748046875
127,1,66,304.586791992187,371.178070068359,283.085418701172,363.663787841797,350.483856201172,380.546783447266,354.703704833984,391.604736328125,309.794342041016,380.156066894531,283.162414550781,359.351806640625
128,2,66,385.115386962891,332.785308837891,409.162506103516,328.935241699219,338.956817626953,344.106506347656,332.180786132812,356.242584228516,390.241973876953,338.644805908203,391.184387207031,327.672485351562
129,1,67,307.487945556641,373.382446289062,285.564331054687,366.307525634766,350.913208007812,382.532318115234,354.393615722656,393.463256835937,312.491333007812,382.516387939453,284.59521484375,361.597930908203
130,2,67,384.686645507812,332.27001953125,408.517883300781,328.446624755859,338.539642333984,343.352386474609,331.939147949219,355.471557617187,389.750030517578,337.987579345703,390.690795898437,327.208190917969
131,1,68,310.659088134766,376.458465576172,286.326202392578,368.390319824219,357.907684326172,386.190032958984,354.372375488281,395.490753173828,315.136474609375,385.376281738281,285.201477050781,363.650756835937
132,2,68,384.177825927734,331.794860839844,407.900299072266,327.846496582031,338.076171875,342.582611083984,331.308532714844,354.796356201172,389.293365478516,337.380249023437,390.184478759766,326.663726806641
133,1,69,312.951568603516,379.778045654297,291.182983398438,372.336059570312,356.391174316406,388.238250732422,352.9521484375,397.665557861328,317.862731933594,388.961578369141,289.641845703125,367.421722412109
134,2,69,383.900360107422,331.115478515625,407.843597412109,326.894622802734,337.027435302734,342.140197753906,330.104736328125,354.238189697266,389.246063232422,336.974365234375,390.257720947266,326.182373046875
135,1,70,315.682159423828,382.143371582031,292.664886474609,374.293273925781,356.154571533203,389.751922607422,354.560760498047,399.788421630859,320.398071289062,390.989196777344,291.083343505859,369.381866455078
136,2,70,383.842987060547,330.697052001953,407.841278076172,326.889587402344,337.218322753906,342.032287597656,330.196960449219,354.132019042969,389.23095703125,336.489654541016,390.232788085937,325.634582519531
137,1,71,318.036315917969,383.503570556641,295.348327636719,375.605438232422,355.999298095703,390.385559082031,355.160522460937,400.556457519531,322.747833251953,392.328369140625,293.754089355469,370.686096191406
138,2,71,383.833526611328,330.152984619141,407.815948486328,326.416229248047,336.914367675781,341.351898193359,330.348754882812,353.477569580078,389.210357666016,335.999176025391,390.060272216797,324.947082519531
139,1,72,318.170928955078,383.582092285156,294.857177734375,375.606750488281,354.152740478516,389.918121337891,356.731262207031,401.122131347656,322.908508300781,392.590026855469,293.470245361328,370.729309082031
140,2,72,383.305145263672,329.240356445312,407.307312011719,325.353637695312,336.531158447266,340.309448242187,329.668518066406,352.409515380859,388.28369140625,335.058898925781,389.699096679687,324.141357421875
141,1,73,318.003173828125,384.349487304687,295.063140869141,376.474426269531,352.679534912109,390.334289550781,355.719635009766,401.598937988281,322.730438232422,393.369720458984,293.468078613281,371.488800048828
142,2,73,382.366821289062,328.215423583984,406.765258789063,324.376983642578,336.393768310547,339.420288085937,329.534423828125,351.621276855469,387.694885253906,334.065826416016,388.574615478516,323.531921386719
143,1,74,317.579162597656,384.570190429687,293.423522949219,376.496124267578,352.263763427734,390.357269287109,355.249298095703,401.683685302734,322.372283935547,393.484680175781,292.074951171875,371.614593505859
144,2,74,382.306701660156,327.722381591797,406.775115966797,323.981750488281,335.960998535156,338.729370117188,329.129425048828,350.846252441406,387.651153564453,333.536071777344,388.503387451172,322.738128662109
145,1,75,317.326446533203,384.549621582031,293.171173095703,376.498718261719,351.796020507813,390.678985595703,355.052581787109,401.780944824219,321.897430419922,393.502990722656,291.833679199219,371.624694824219
146,2,75,382.351226806641,327.302673339844,406.865753173828,323.184844970703,335.988250732422,338.189361572266,329.138275146484,350.155426025391,387.672760009766,333.058197021484,388.56689453125,322.359832763672
147,1,76,315.08056640625,384.697296142578,291.2646484375,376.986846923828,350.286376953125,391.270294189453,347.145355224609,400.417755126953,320.284240722656,393.819641113281,289.823760986328,372.133148193359
148,2,76,382.178161621094,326.651702880859,406.640228271484,322.754028320312,335.725250244141,337.768951416016,328.427368164062,349.801208496094,387.463012695313,332.571807861328,388.368499755859,321.831268310547
149,1,77,312.615966796875,384.664276123047,288.740539550781,376.987701416016,348.266784667969,391.401519775391,344.646606445312,400.188690185547,318.026306152344,393.801788330078,287.400177001953,372.190704345703
150,2,77,382.033782958984,326.35693359375,406.432006835937,322.363616943359,335.359954833984,337.430389404297,327.743469238281,349.512512207031,387.250701904297,332.147369384766,388.108642578125,321.443145751953
151,1,78,307.910614013672,385.097869873047,284.338409423828,376.995910644531,344.705627441406,391.666076660156,340.845611572266,400.099090576172,313.255462646484,394.228088378906,283.069061279297,372.272827148437
152,2,78,382.49560546875,326.135559082031,406.936737060547,322.324676513672,335.471649169922,336.964050292969,327.979644775391,349.019561767578,387.503021240234,331.852142333984,388.410552978516,321.137756347656
153,1,79,304.345642089844,384.656982421875,280.808471679687,377.007232666016,341.196258544922,391.660125732422,337.021209716797,400.033386230469,309.791320800781,393.729400634766,279.722991943359,372.423065185547
